AppID, Name, Release Date, Genre, Metacritic Score,User Rating,Full Price, Lowest Price
341150, Age of Fear 2: The Chaos Lord, 27 Mar 2015, Adventure-Indie-RPG-Strategy, None,75, 10.99,2.49
341160, Steam Heroes, 30 Jan 2015, Action-Adventure-Casual-Indie, None,1, 4.99,0.49
341190, Hotline Miami 2: Wrong Number Digital Comic, 17 Feb 2015, None, None,81, 0.00,0
341260, Isaac the Adventurer, 2 Mar 2015, Action-Adventure-Casual-Indie, None,8, 1.99,0.79
341270, Samphi, 18 Mar 2016, Indie-RPG, None,72, 3.99,2.67
341310, Greyfox RPG, 23 Feb 2015, Action-Adventure-Casual-Indie-RPG-Simulation-Strategy, None,41, 0.79,0.11
341360, Paparazzi, 17 Feb 2015, Action-Indie, None,11, 1.59,0.79
341380, Countless Rooms of Death, 9 Jan 2015, Adventure-Indie, None,0, 0.79,0.39
341390, Vulture for NetHack, 2 Feb 2015, Indie-RPG-Strategy, None,49, 1.99,0.99
341440, BANZAI PECAN: The Last Hope For the Young Century, 26 Jan 2015, Action-Indie, None,8, 4.79,2.39
341460, Fallen Temple, 5 Apr 2016, RPG, None,11, 3.99,1.99
341470, Loot Hunter, 23 Jan 2015, Action-Adventure-RPG-Simulation-Strategy, None,32, 5.59,1.67
341500, Camera Obscura, 19 Feb 2015, Action-Adventure-Casual-Indie, None,35, 0.79,0.11
341510, Crayon Chronicles, 2 Mar 2015, Casual-Indie-RPG, None,47, 2.79,0.69
341530, Stardust Vanguards, 30 Jan 2015, Action-Indie, None,53, 6.99,0.69
341540, TRIP Steam Edition, 19 Jun 2015, Adventure-Casual-Indie-Simulation, None,4, 4.99,0.79
341550, Super Cyborg, 8 Jul 2015, Action-Indie, None,84, 3.98,1.99
341570, Throbax TD, 5 Nov 2015, Action-Indie-RPG-Strategy, None,58, 1.99,1.59
341640, Relativity Wars - A Science Space RTS, 10 Apr 2015, Adventure-Indie-RPG-Simulation-Strategy, None,7, 4.99,3.99
341660, Barren Roads, 1 Jun 2015, Action-Adventure-RPG, None,18, 5.99,5.49
341680, stratO, 1 Jun 2015, Action-Indie-Simulation, None,75, 6.99,3.49
341690, The Great Fusion, 25 Feb 2015, Adventure-Indie, None,32, 1.99,0.65
341700, Cahors Sunset, 13 Jan 2015, Indie-RPG-Simulation, None,27, 1.59,0.54
341710, Crest, 23 Apr 2015, Indie-Simulation-Strategy, None,43, 5.99,3.59
341720, Among Ripples, 22 Jan 2015, Casual-Free to Play-Indie-Simulation, None,33, 0.00,0
341730, Dustoff Heli Rescue, 6 Mar 2015, Action-Indie, None,66, 2.79,0.36
341750, A.V., 13 Feb 2015, Adventure-Indie, None,11, 4.99,4.24
341760, Flem, 28 Apr 2015, Action-Indie, None,91, 4.79,1.69
341770, Geared, 15 May 2015, Indie-Strategy, None,7, 4.99,4.24
341780, Chronicles of a Dark Lord: Episode II War of The Abyss, 16 Jan 2015, Indie-RPG, None,14, 3.97,0.79
341800, Keep Talking and Nobody Explodes, 8 Oct 2015, Indie,67,99, 10.99,7.25
341820, Plush, 13 Feb 2015, Casual-Indie-Simulation, None,88, 2.79,0.55
341860, SickBrick, 30 Jan 2015, Action-Adventure-Indie, None,20, 3.99,0.39
341870, TEMBO THE BADASS ELEPHANT, 21 Jul 2015, Action-Adventure-Indie, None,41, 9.99,2.49
341910, Ultimate Space Commando, 12 May 2015, Indie-RPG-Strategy, None,61, 14.99,5.09
341930, Space Station Alpha, 27 Feb 2015, Indie-Simulation-Strategy, None,16, 4.79,2.87
341940, Hatred, 1 Jun 2015, Action-Indie,43, None, 5.99,1.24
341950, Lux Delux, 1 May 2015, Indie-Strategy, None,47, 6.99,3.49
341960, DP Animation Maker, 16 Feb 2015, Animation & Modeling-Design & Illustration-Photo Editing-Video Production, None,63, 52.99,45.04
341980, Dispatcher, 12 Nov 2015, Action-Adventure-Indie, None,22, 3.99,0.79
342020, BiT Evolution, 9 Jun 2015, Action-Adventure-Indie, None,35, 6.99,1.74
342090, The Clans - Saga of the Twins, 21 Apr 2015, Adventure-Indie-RPG, None,5, 6.99,1.74
342100, Sym, 7 May 2015, Indie,61,78, 5.59,1.9
342130, Hashtag Dungeon, 1 Jun 2016, Action-Indie-RPG, None, None, 5.59,2.79
342150, Games of Glory, 26 May 2015, Action-Free to Play-Strategy, None,16, 0.00,0
342200, MechWarrior Online, 10 Dec 2015, Action-Free to Play-Massively Multiplayer-Simulation-Strategy, None,47, 0.00,0
342230, Air Guardians, 28 Jan 2015, Action-Indie-Simulation, None,9, 1.99,0.65
342240, SCHAR: Blue Shield Alliance, 3 Mar 2015, Action-Indie, None,14, 2.79,0.64
342250, Aspectus: Rinascimento Chronicles, 4 May 2015, Adventure-Casual-Indie, None,100, 3.99,3.59
342260, Nevermind, 29 Sep 2015, Adventure-Indie, None,35, 14.99,2.99
342280, Manyland, 7 Dec 2015, Action-Adventure-Indie-Massively Multiplayer, None,61, 8.99,3.59
342300, Zombie Kill of the Week - Reborn, 13 Mar 2015, Action-Indie, None,91, 4.99,0.99
342350, Into The Gloom, 7 Apr 2015, Action-Adventure-Indie, None,56, 1.99,0.49
342360, Train of Afterlife, 13 Jan 2015, Adventure-Casual-Indie, None,39, 9.99,6.99
342380, Sakura Angels, 16 Jan 2015, Casual-Indie, None,66, 6.96,1.74
342450, Sword Daughter, 13 Feb 2015, Adventure-Indie, None,11, 4.99,1.24
342480, Gunscape, 1 Mar 2016, Action-Indie, None,26, 0.00,0
342490, Shipwreck, 13 Feb 2015, Adventure-Indie, None,53, 1.99,0.99
342500, Human Extinction Simulator, 21 Jan 2015, Indie-Simulation-Strategy, None,6, 14.99,3.74
342510, Bret Airborne, 29 Jan 2015, Casual-Indie-RPG, None,26, 3.99,1.39
342520, BoxesWithGuns, 14 Apr 2015, Action-Indie, None,1, 1.59,0.79
342530, Heroes Never Lose: Professor Puzzler's Perplexing Ploy, 23 Nov 2015, Action-Casual-Indie, None,72, 5.99,5.09
342540, Terminal Hacker - Into the Deep, 30 Oct 2015, Adventure-Indie, None,8, 1.59,1.35
342550, Phantasmal: Survival Horror Roguelike, 14 Apr 2016, Indie, None,32, 10.99,5.49
342560, Airships: Conquer the Skies, 25 Feb 2015, Action-Indie-Strategy, None,99, 6.99,6.99
342570, HIS (Heroes In the Sky), 3 Mar 2015, Action-Casual-Free to Play-RPG-Simulation-Strategy, None,5, 0.00,0
342580, 12 Labours of Hercules, 23 Mar 2015, Casual-Strategy, None,91, 1.99,0.09
342610, HyperRogue, 16 Jan 2015, Indie, None,81, 3.99,0.71
342620," It came from space, and ate our brains", 19 Mar 2015, Action-Adventure-Casual-Indie, None,66, 6.99,3.49
342630, Witch's Pranks: Frog's Fortune Collector's Edition, 15 Jan 2015, Adventure-Casual, None,99, 4.99,1.24
342650, Fermi's Path, 20 Apr 2015, Action-Casual-Indie-Racing-Simulation, None,47, 5.99,2.99
342740, Samudai, 9 Feb 2015, Action-Casual-Indie, None,17, 1.99,1.99
342860, Dark Quest, 21 Jan 2015, Indie-RPG-Strategy, None,20, 1.99,0.79
342870, Corona MotorSport, 13 Mar 2015, Action-Adventure-Indie-Racing-Simulation-Sports, None,4, 6.99,3.99
342890, Synonymy, 5 Mar 2015, Casual-Strategy, None,11, 1.59,0.39
342920, Toto Temple Deluxe, 29 Sep 2015, Action-Casual-Indie, None,88, 6.99,3.49
342970, Pixel Survivors, 5 May 2016, Casual-Indie-Simulation-Strategy, None,32, 2.79,0.55
342980, Destination Sol, 5 Feb 2015, Action-Free to Play-Indie-RPG, None,51, 0.00,0
342990, 15 Days, 1 Apr 2015, Adventure-Casual-Indie,63,3, 8.99,2.24
343000, The Mystery of the Druids, 7 Apr 2015, Adventure, None,6, 4.49,1.12
343020, MagNets, 30 Jan 2015, Action-Indie, None,100, 5.59,1.99
343070, World of Subways 4  New York Line 7, 23 Mar 2015, Simulation, None,17, 26.99,12.14
343090, SimpleRockets, 3 Jun 2015, Indie-Simulation, None,66, 5.59,2.23
343100, Overture, 2 Feb 2015, Action-Adventure-Casual-Indie-RPG-Strategy,76,63, 3.99,0.99
343120, Motorbike, 19 Jan 2015, Action-Casual-Indie-Racing-Simulation-Sports, None,37, 3.99,3.99
343140, DisneyPixar Cars: Radiator Springs Adventures, 24 Feb 2015, Adventure-Racing, None,3, 14.99,3.74
343150, Endica VII The Dream King, 13 Jan 2016, Action-Adventure-Casual-Indie-RPG, None,4, 5.59,0.69
343170, Cyberpunk 3776, 24 Mar 2015, Action-Indie, None,12, 6.99,1.39
343180, Top Trumps Turbo, 20 Mar 2015, Casual, None, None, 14.99,2.24
343250, Gene, 30 Jan 2015, Casual-Indie, None,41, 0.79,0.79
343270, Disillusions Manga Horror, 16 Jan 2015, Adventure-Indie, None,16, 0.79,0.34
343280, Zotrix, 24 Jul 2015, Action-Indie-RPG-Simulation-Strategy, None,29, 9.99,1.99
343320, StaudSoft's Synthetic World Beta, 9 Feb 2015, Action-Indie-RPG, None,45, 6.49,6.49
343340, Tiamat X, 29 May 2015, Action-Indie, None,5, 1.59,0.39
343360, Particula, 2 Feb 2015, Casual-Indie-Strategy, None,27, 0.79,0.15
343370, SLAMMED!, 30 Jan 2015, Indie-RPG, None,84, 2.79,1.67
343390, Elementary My Dear Majesty!, 16 Apr 2015, Casual, None,39, 1.99,0.39
343410, inSynch, 30 Sep 2015, Indie, None,58, 3.99,1.99
343430, Hypnosis, 28 Jan 2015, Adventure-Casual, None,56, 3.99,3.99
343440, Crash Drive 2, 28 May 2015, Action-Casual-Indie-Racing-Simulation, None,61, 3.99,0.99
343560, Bob Was Hungry, 19 Aug 2015, Indie, None,78, 6.99,0.34
343570, Rainbow Hero, 19 Mar 2015, Casual-Indie, None,72, 1.59,0.49
343630, CroNix, 17 Jul 2015, Action-Casual-Free to Play-Strategy, None,7, 0.00,0
343690, Silicone-2, 3 Jun 2015, Action, None,6, 1.99,0.99
343710, Kholat, 9 Jun 2015, Adventure-Indie,64,35, 14.99,5.99
343730, Irrational Exuberance: Prologue, 5 Apr 2016, Adventure-Casual-Free to Play-Indie, None,96, 0.00,0
343740, InMind VR, 19 Jan 2015, Action-Casual-Free to Play-Indie, None,58, 0.00,0
343750, Firefly Online Cortex, 29 Jan 2015, Indie-RPG, None,17, 0.00,0
343770, Rotieer, 5 Mar 2015, Casual-Indie, None,11, 3.99,1.59
343780, Cat Goes Fishing, 19 Jan 2015, Casual-Indie-Simulation, None,84, 4.99,2.14
343800, Shadowgate: MacVenture Series, 26 Jan 2015, Adventure-Indie, None,33, 1.99,0.49
343810, Uninvited: MacVenture Series, 26 Jan 2015, Adventure-Indie, None,75, 1.99,0.49
343820, Dj Vu: MacVenture Series, 26 Jan 2015, Adventure-Indie, None,35, 1.99,0.49
343830, Dj Vu II: MacVenture Series, 26 Jan 2015, Adventure-Indie, None,51, 1.99,0.49
343840, Trash TV, 23 Feb 2015, Adventure-Indie, None,75, 5.69,1.13
343930, Fort Defense, 22 May 2015, Adventure-Casual-Indie-Strategy, None,35, 4.79,1.19
343990, Anti-Opoly, 14 Aug 2015, Casual-Strategy, None,7, 6.99,1.04
344030, Ghost Pirates of Vooju Island, 27 Jan 2015, Adventure-Casual,66,16, 6.99,0.69
344040, Voxelized, 19 Mar 2015, Adventure-Casual, None,4, 0.00,0
344100, Never Ending Night, 30 Sep 2015, Action-Adventure-Casual-Indie-RPG, None,53, 6.99,3.49
344130, Cataegis : The White Wind, 25 Sep 2015, Action-Indie, None,20, 7.99,2.71
344160, World of Cinema - Movie Tycoon, 2 Apr 2015, Casual-Indie-Simulation-Strategy, None,3, 9.99,4.99
344180, Valiant, 2 May 2016, Action, None,43, 14.99,10.04
344190, Immortal Empire, 3 Dec 2015, Free to Play-Indie-RPG-Strategy, None,33, 0.00,0
344220, Janky Tanks, 12 Feb 2015, Action-Indie-Racing, None,11, 3.99,1.99
344230, Pixel Puzzles 2: Birds, 20 Feb 2015, Casual-Indie-Simulation-Strategy, None,41, 6.99,1.6
344240, Man O' War: Corsair - Warhammer Naval Battles, 15 Apr 2016, Action-Adventure-Indie-Strategy, None,91, 22.99,20.69
344260, Agapan, 29 May 2015, Adventure-Indie-RPG, None,66, 5.59,2.79
344270, InnerCube, 13 Feb 2015, Casual-Indie-Strategy, None,53, 2.79,0.55
344300, Heckabomb, 27 Feb 2015, Action-Indie, None,13, 4.99,1.24
344340, Front Office Football Seven, 4 Feb 2015, Indie-Simulation-Sports-Strategy, None,58, 18.99,13.29
344410, Magnetic: Cage Closed, 26 May 2015, Action-Adventure-Indie,61,39, 11.99,1.49
344440, Sacra Terra: Angelic Night, 2 Jul 2015, Adventure-Casual, None,63, 1.99,0.39
344480, Quell, 14 May 2015, Indie, None,100, 2.99,0.59
344500, Three Fourths Home: Extended Edition, 20 Mar 2015, Adventure-Indie,77,23, 3.99,1.35
344630, Princess Evangile All Ages Version, 27 Mar 2015, Adventure, None,93, 26.99,21.59
344740, CRYPTARK, 7 Oct 2015, Action-Adventure-Indie-Strategy, None,88, 10.99,6.69
344760, Reign Of Kings, 15 Dec 2015, Action-Adventure-Indie-RPG-Simulation, None,20, 14.99,3.74
344770, fault - milestone two side:above, 8 Sep 2015, Indie, None,99, 10.99,5.49
344790, Mystery Masters: Psycho Train Deluxe Edition, 3 Feb 2015, Adventure-Casual, None,39, 6.95,0.69
344800, World of Mixed Martial Arts 3, 19 Mar 2015, Simulation-Sports, None,43, 14.99,3.74
344810, Total Extreme Wrestling, 19 Mar 2015, Simulation-Sports, None,49, 14.99,3.74
344820, Forsaken Fortress Strategy, 18 Sep 2015, Indie-RPG-Simulation-Strategy, None,16, 6.99,3.49
344840, Gratuitous Space Battles 2, 16 Apr 2015, Indie-Simulation-Strategy, None,9, 6.99,1.39
344850, Big Pharma, 27 Aug 2015, Indie-Simulation-Strategy,72,47, 18.99,3.79
344860, Crystal Story II, 6 Feb 2015, Adventure-Indie-RPG-Strategy, None,84, 1.99,0.99
344880, In Exilium, 13 Mar 2015, Action-Adventure-Indie-RPG, None,30, 2.79,1.67
344890, ARM Planetary Prospectors Asteroid Resource Mining, 1 Oct 2015, Action-Adventure-Casual-Indie-RPG-Simulation-Strategy, None,26, 12.99,4.64
344900, Undeadz!, 25 Sep 2015, Action-Indie, None,11, 0.79,0.79
344910, Sun Blast: Star Fighter, 2 Apr 2015, Action-Indie-Simulation-Strategy, None,22, 0.79,0.11
344960, Jaques Roque, 1 Apr 2015, Adventure-Casual-Indie, None,51, 5.99,1.19
345010, Ascent - The Space Game, 11 Apr 2016, Indie-Massively Multiplayer-Simulation-Strategy, None,37, 14.99,10.49
345030, 3d Engineers, 19 Oct 2015, Simulation, None,6, 8.99,4.4
345060, Stay Alight, 2 Mar 2015, Action-Casual-Indie, None,49, 2.79,0.27
345080, Flame Over, 28 May 2015, Action-Indie, None,45, 8.99,1.79
345090, Ancient Planet, 3 Feb 2015, Casual-Indie-Strategy, None,56, 3.99,1.99
345120, Vox Populi Vox Dei 2, 17 Mar 2015, Action-Adventure-Indie, None,75, 1.99,0.49
345130, Dark Matter, 27 Feb 2015, Action-Casual-Indie, None,23, 3.99,0.59
345140, Crystal Rift, 30 Mar 2016, Adventure-Indie, None,21, 6.99,2.09
345180, Victor Vran ARPG, 24 Jul 2015, Action-Adventure-Indie-RPG,75,81, 15.99,3.99
345200, Tasty Blue, 10 Feb 2015, Action-Adventure-Casual-Indie, None,78, 4.79,4.07
345220, Agent Awesome, 17 Feb 2015, Strategy, None,15, 6.97,0.69
345240, SHOGUN: Total War - Collection, 25 Jun 2015, Action-Strategy, None,56, 6.99,1.74
345260, Medieval: Total War - Collection, 25 Jun 2015, Action-Strategy, None,27, 6.99,1.74
345280, Lost in a Forest, 26 Jan 2015, Action-Adventure-Indie, None,13, 1.50,0.6
345290, The Quivering, 28 Jan 2015, Adventure, None,5, 2.99,1.49
345300, Wildlife Creative Studio, 28 Jan 2015, Design & Illustration-Education, None,100, 4.98,1.99
345310, My Family Creative Studio, 28 Jan 2015, Design & Illustration-Education-Utilities, None,63, 4.98,1.99
345340, The Grave Digger, 29 Apr 2015, Action-Adventure-Indie, None,41, 3.99,2.39
345350, LIGHTNING RETURNS: FINAL FANTASY XIII, 10 Dec 2015, RPG, None,56, 12.99,6.49
345370, TyranoBuilder Visual Novel Studio, 27 Mar 2015, Utilities, None,61, 10.99,7.25
345390, King's Quest, 28 Jul 2015, Adventure, None,75, 0.00,0
345430, The Cursed Forest, 11 Sep 2015, Adventure-Indie, None,81, 6.99,4.89
345440, Vapour, 3 Jul 2015, Action-Adventure-Indie, None,11, 6.99,1.39
345480, Lumo, 24 May 2016, Adventure-Indie,77,58, 14.99,7.49
345540, Inbetween Land, 19 Feb 2015, Adventure-Casual-Indie, None,51, 6.99,1.39
345580, Universal Combat CE 2.0, 6 Feb 2015, Action-Free to Play-Indie-Simulation-Strategy, None,4, 6.99,6.99
345610, The Fruit of Grisaia, 29 May 2015, Adventure-Casual, None,93, 29.99,14.99
345620, The Labyrinth of Grisaia, 22 Jun 2016, Adventure-Casual, None, None, 22.99,22.49
345640, Block Legend DX, 24 Feb 2015, Adventure-RPG, None,15, 3.99,3.99
345650, Without Within, 22 Jan 2015, Free to Play-Indie, None,75, 0.00,0
345660, RIDE, 27 Mar 2015, Racing-Simulation-Sports,68,33, 29.99,7.49
345690, Crash Dummy, 11 Sep 2015, Action-Indie, None,100, 7.99,5.35
345700, Echo Tokyo: Intro, 27 Jan 2016, Adventure-Casual-Indie, None,30, 1.99,0.79
345710, Damned Nation Reborn, 12 Feb 2015, Action-Adventure-Indie-Strategy, None,3, 9.99,4.99
345750, Idol Hands, 18 Feb 2015, Simulation-Strategy, None,9, 3.99,0.79
345790, Bridge Creator 2015, 26 Jan 2015, Casual-Indie-Simulation, None,11, 3.99,1.99
345820, Shantae and the Pirate's Curse, 23 Apr 2015, Action-Adventure-Indie-RPG, None,93, 14.99,7.49
345860, Super Galaxy Squadron EX, 23 Jan 2015, Action-Indie, None,75, 6.99,2.79
345890, NASCAR '15 Victory Edition, 22 May 2015, Racing, None,21, 6.99,6.99
345920, The Note, 23 Jul 2015, Adventure-Indie, None,2, 4.79,1.43
345990, ABRACA - Imagic Games, 31 Mar 2016, Action, None,78, 10.99,5.49
346010, Besiege, 28 Jan 2015, Indie-Simulation, None,96, 5.59,3.35
346040, Joe's Diner, 31 Mar 2015, Action-Adventure-Indie, None,4, 5.59,1.39
346060, Disney High School Musical 3: Senior Year Dance, 24 Feb 2015, Adventure, None,21, 14.99,3.74
346080, Astro Emporia, 2 Feb 2015, Casual-Indie-Strategy, None,8, 0.79,0.39
346090, I Can't Escape: Darkness, 17 Sep 2015, Adventure-Indie,40,91, 8.99,3.05
346110, ARK: Survival Evolved, 2 Jun 2015, Action-Adventure-Indie-Massively Multiplayer-RPG, None,29, 22.99,11.49
346120, Boring Man - Online Tactical Stickman Combat, 20 Feb 2015, Action-Free to Play, None,58, 0.00,0
346130, Rktcr, 12 May 2015, Adventure-Indie-Racing, None,100, 5.59,1.39
346140, Hidden Object Bundle 5 in 1, 26 Feb 2015, Adventure-Casual, None,43, 6.99,2.79
346150, Martial Law, 26 May 2015, Action-Adventure-Indie-Simulation-Strategy, None,11, 1.99,0.39
346160, Barter Empire, 6 Feb 2015, Casual-Indie-RPG, None,9, 3.99,0.59
346180, David., 16 Feb 2015, Action-Indie, None,51, 1.59,0.47
346200, Drew and the Floating Labyrinth, 4 Feb 2015, Adventure-Indie, None,13, 3.99,1.39
346210, Garden Rescue, 2 Feb 2015, Casual-Strategy, None,43, 2.79,0.55
346220, Lif, 21 Jan 2016, Massively Multiplayer-RPG-Simulation, None,18, 5.99,1.79
346240, Ski Park Tycoon, 3 Feb 2015, Indie-Simulation, None,13, 6.99,3.49
346250, The Old Tree, 26 Jan 2015, Adventure-Casual-Free to Play-Indie, None,78, 0.00,0
346300, Containment Protocol, 31 Aug 2015, Action-Adventure-Indie, None,16, 3.99,0.99
346320, Streets of Chaos, 28 Jan 2015, Indie-Simulation-Strategy, None,4, 0.79,0.47
346340, Gran Vitreous, 20 May 2015, Action-Indie-RPG, None,56, 3.99,2.39
346370, Into The War, 2 Dec 2015, Action-Indie, None,1, 0.00,0
346420, The Spatials, 30 Mar 2015, Indie-RPG-Simulation, None,41, 6.99,3.49
346430, Spectrum: First Light, 24 Jul 2015, Indie, None,26, 6.99,2.79
346440, Musclecar Online, 12 Feb 2015, Casual-Indie-Massively Multiplayer-Racing, None,27, 4.79,2.39
346450, samurai_jazz, 27 Jan 2015, Action-Adventure-Indie, None,26, 0.79,0.39
346460, Vector 36, 21 Oct 2015, Action-Indie-Racing-Simulation, None,43, 10.99,7.03
346470, Tennis Elbow 2013, 13 Mar 2015, Simulation-Sports, None,75, 18.99,10.44
346490, Toy Wars Invasion, 28 May 2015, Action-Indie, None,5, 8.99,1.79
346510, Hyphen, 12 Feb 2015, Action-Casual-Indie, None,78, 2.79,0.79
346550, Cylne, 5 Mar 2015, Adventure-Indie, None,29, 5.99,3.59
346560, Hero of the Kingdom II, 20 Feb 2015, Adventure-Casual-Indie-RPG, None,91, 5.59,1.39
346610, Racecraft, 4 Mar 2016, Indie-Racing-Simulation-Sports, None,41, 14.99,11.24
346630, Plazma Being, 9 Feb 2015, Adventure-Casual-Indie, None,100, 3.99,0.79
346650, Break the Cube, 27 Jan 2015, Casual-Indie, None,4, 0.79,0.39
346670, Sky Battles, 25 Mar 2015, Action-Indie-Strategy, None,3, 4.99,0.99
346730, GOCCO OF WAR, 17 Nov 2015, Action-Casual-Indie, None,81, 14.99,8.99
346770, Quarries of Scred, 22 Apr 2015, Action-Indie, None,84, 4.79,1.62
346780, Luminosity, 9 Apr 2015, Action-Casual-Indie-Strategy, None,81, 3.99,1.59
346800, Damnation City of Death, 3 Mar 2015, Indie, None,2, 6.99,4.68
346810, Pre-Civilization Marble Age, 4 Mar 2015, Indie-Simulation-Strategy, None,69, 3.96,0.99
346830, FINAL FANTASY IV: THE AFTER YEARS, 11 May 2015, RPG, None,23, 10.99,5.49
346850, Chip's Challenge 1, 28 May 2015, Indie, None,78, 1.59,0.79
346900, AdVenture Capitalist, 30 Mar 2015, Casual-Free to Play-Indie, None,78, 0.00,0
346920, Undead Shadows, 2 Feb 2015, Action-Casual-Indie, None,2, 2.79,1.39
346940, Shadowrun: Hong Kong - Extended Edition, 20 Aug 2015, Adventure-Indie-RPG-Strategy,81,69, 14.99,5.24
346950, The Dark Stone from Mebara, 27 Feb 2015, Adventure-Indie-RPG, None,6, 5.99,1.19
346970, OBEY, 21 May 2015, Action-Indie-Strategy, None,88, 10.99,8.79
347030, The Bluecoats: North vs South, 2 Feb 2015, Action-Strategy, None,7, 3.99,0.95
347040, Keebles, 27 Mar 2015, Action-Indie, None,69, 6.99,1.39
347050, Vol'Talkes - The AI War, 25 Feb 2015, Indie-Strategy, None,26, 22.99,22.99
347060, Pro Basketball Manager 2016, 14 Jan 2016, Simulation-Sports, None,13, 14.99,5.99
347080, Naught Reawakening, 10 Sep 2015, Action-Adventure, None,100, 6.99,4.19
347160, Steredenn, 1 Oct 2015, Action-Indie, None,69, 9.99,5.79
347170, Combat Air Patrol 2, 6 Jun 2016, Action-Indie-Simulation-Strategy, None,22, 22.99,22.99
347220, The Cosmos is MINE!, 24 Apr 2015, Indie-Strategy, None,33, 6.99,4.19
347230, 1942: The Pacific Air War, 1 Apr 2015, Simulation-Strategy, None,13, 4.96,0.69
347240, Challenge of the Five Realms: Spellbound in the World of Nhagardia, 1 Apr 2015, Adventure-RPG, None,11, 4.96,0.69
347250, F-19 Stealth Fighter, 1 Apr 2015, Simulation, None,81, 4.96,0.69
347260, Hyperspeed, 1 Apr 2015, Adventure-RPG-Simulation-Strategy, None,21, 4.96,0.69
347270, Knights of the Sky, 1 Apr 2015, Action-Simulation, None,26, 4.96,0.69
347330, HeartZ: Co-Hope Puzzles, 7 Jun 2016, Action-Adventure-Indie, None,100, 7.99,6.39
347400, 001 Game Creator, 13 Jul 2015, Design & Illustration-Utilities-Web Publishing, None,41, 44.99,18.01
347430, Frankenstein: Master of Death, 9 Mar 2015, Adventure-Casual-Indie, None,66, 3.99,0.11
347440, Pneuma: Breath of Life, 27 Feb 2015, Adventure-Indie,63,32, 15.99,2.39
347470, Mayan Death Robots, 20 Nov 2015, Action-Indie,69,93, 10.99,5.49
347480, Super Pixalo, 3 Feb 2015, Indie, None,3, 3.99,1.99
347510, Rats - Time is running out!, 19 Aug 2015, Action-Casual-Indie, None,78, 3.99,0.39
347520, Legends of Atlantis: Exodus, 3 Sep 2015, Casual-Strategy, None,69, 4.99,0.74
347560, Terra Incognita ~ Chapter One: The Descendant, 3 Feb 2015, Adventure-Indie-RPG, None,39, 0.79,0.11
347580, Evolution II: Fighting for Survival, 12 Feb 2015, Action-Indie-Simulation-Strategy, None,1, 1.99,0.99
347590, Heroes of Hellas 3: Athens, 12 Mar 2015, Casual-Strategy, None,93, 1.99,0.39
347610, Hidden Object Bundle 4 in 1, 6 Oct 2015, Casual, None,88, 5.59,2.23
347620, Gaokao.Love.100Days, 30 May 2015, Adventure-Casual-Indie-Simulation, None,96, 6.99,5.59
347630, 16 Bit Arena, 24 Mar 2015, Action-Casual-Free to Play-Indie-Massively Multiplayer-RPG-Strategy, None,30, 0.00,0
347660, Caromble!, 27 Aug 2015, Action-Indie, None,75, 9.99,9.99
347670, Karate Master 2 Knock Down Blow, 20 Mar 2015, Action-Indie-RPG-Sports, None,51, 7.99,3.19
347690, Natural Soccer, 2 Feb 2015, Action-Indie-Sports, None,41, 6.99,5.49
347710, Perils of Man, 28 Apr 2015, Adventure-Indie,61,51, 6.99,2.79
347720, Soda Drinker Pro, 13 Apr 2016, Action-Simulation, None,66, 6.99,3.49
347730, Wait - Extended, 29 Oct 2015, Adventure-Indie, None,96, 5.59,1.39
347790, Terraform, 8 May 2015, Indie-Simulation-Strategy, None,51, 1.99,0.79
347820, Street Arena, 10 Jul 2015, Action-Indie-Racing, None,17, 4.99,0.99
347830, Fairy Fencer F, 4 Aug 2015, RPG,66,84, 22.99,5.74
347930, Hatland Adventures, 3 Feb 2015, Action-Indie, None,5, 1.99,1.59
347940, Forsaken Isle, 6 Feb 2015, Action-Adventure-Casual-Indie-RPG, None,61, 5.49,3.67
348000, Datswer, 4 Feb 2015, Action-Adventure-Indie, None,1, 3.99,3.19
348020, Bloodbath Kavkaz, 20 Apr 2015, Action-Adventure-Indie, None,30, 5.92,0.71
348030, Trackday Manager, 31 Mar 2016, Racing-Simulation-Sports-Strategy, None,29, 8.99,8.99
348160, RUMP! - It's a Jump and Rump!, 26 Feb 2016, Action-Casual-Indie-Racing, None,96, 8.99,6.02
348180, Starship Traveller, 11 Mar 2015, Adventure-Indie-RPG, None,21, 6.99,1.39
348200, Nimble Writer, 21 Apr 2015, Design & Illustration-Utilities-Web Publishing, None,72, 6.99,5.24
348240, Gun Wings, 8 Dec 2015, Action-Casual-Indie, None,63, 2.79,2.23
348270, Social Justice Warriors, 27 Feb 2015, Casual-Indie-RPG-Simulation, None,13, 5.59,2.23
348280, ORBIT, 30 Sep 2015, Action-Indie, None,61, 4.99,2.99
348290, Hospital Manager, 25 Mar 2015, Simulation, None,9, 3.99,0.95
348300, Chip's Challenge 2, 28 May 2015, Indie, None,72, 3.99,1.99
348340, Siege Wars, 30 Jul 2015, Casual-Indie, None,41, 1.59,0.39
348360, Doodle God, 24 Sep 2015, Casual-Indie-Simulation, None,29, 4.79,1.91
348380, The Interview, 4 Feb 2015, Adventure-Indie, None,1, 1.59,1.59
348400, BattleLore: Command, 31 Mar 2015, Indie-Strategy, None,37, 6.99,2.72
348430, Quell Reflect, 14 May 2015, Indie, None,100, 2.99,0.59
